,i3.IDnum.w1,i3.startDateTime.w1,i3.endDateTime.w1,i3.finish.w1,i3.prePostFeb.w1,i3s.DEM01.w1,i3bf.DEM20.w1,i3s.PRO03.w1,i3s.DEM02.w1,i3s.PRO07.w1,i3s.DEM06.w1,i3s.DEM08.w1,i3s.RS10.w1,i3s.RS01.w1,i3s.RS07.w1,i3s.RS04.w1,i3s.RS03.w1,i3t.NOM09.w1,i3t.NOM10.w1,i3t.NOM20.w1,i3t.NOM15.w1,i3t.NOM16.w1,i3t.NOM14.w1,i3t.NOM17.w1,i3t.NOM18.w1,i3t.NOM19.w1,i3t.NOM21.w1,i3t.IMP.w1,i3t.CIR.w1,i3s.BFI36.w1,i3s.BFI02.w1,i3s.BFI03.w1,i3s.BFI39.w1,i3s.BFI20.w1,i3s.BFI06.w1,i3s.BFI22.w1,i3s.BFI23.w1,i3s.BFI09.w1,i3s.BFI41.w1,i3s.BFI01.w1,i3s.BFI05.w1,i3s.BFI12.w1,i3s.BFI14.w1,i3s.BFI15.w1,i3s.BFI04.w1,i3s.BFI16.w1,i3s.BFI17.w1,i3s.BFI26.w1,i3s.BFI18.w1,i3s.BFI24.w1,i3s.BFI25.w1,i3s.BFI27.w1,i3s.BFI28.w1,i3s.BFI29.w1,i3s.BFI30.w1,i3s.BFI31.w1,i3s.BFI33.w1,i3s.BFI34.w1,i3s.BFI35.w1,i3s.BFI38.w1,i3s.BFI40.w1,i3s.BFI42.w1,i3s.BFI43.w1,i3s.BFI44.w1,i3s.BFI13.w1,i3s.BFI19.w1,i3s.BFI21.w1,i3s.BFI37.w1,i3s.BFI08.w1,i3s.BFI07.w1,i3s.BFI32.w1,i3s.BFI11.w1,i3s.BFI10.w1,i3s.NQ01.w1,i3s.NQ02.w1,i3s.NQ03.w1,i3s.NQ04.w1,i3s.NQ05.w1,i3s.NQ06.w1,i3s.NQ07.w1,i3s.NQ08.w1,i3s.NQ09.w1,i3s.NQ10.w1,i3s.NQ11.w1,i3s.NQ12.w1,i3s.NQ13.w1,i3s.NQ14.w1,i3s.NQ15.w1,i3s.NQ18.w1,i3s.NQ19.w1,i3s.NQ20.rr.w1,i3s.NQ21.w1,i3s.NQ22.w1,i3s.NQ23.w1,i3s.NQ24.w1,i3s.NQ25.w1,i3s.NQ26.w1,i3s.NQ27.w1,i3s.NQ28.w1,i3s.NQ29.w1,i3s.NQ30.w1,i3s.NQ31.w1,i3s.NQ32.w1,i3s.NQ33.w1,i3s.NQ34.w1,i3s.NQ35.w1,i3s.NQ36.w1,i3s.BT01.w1,i3s.BT02.w1,i3s.WT01.w1,i3s.WT02.w1,i3s.CT01.t.w1,i3s.CT02.t.w1,i3s.CT03.t.w1,i3s.CT01.w1,i3s.CT02.w1,i3s.CT03.w1,i3s.ECR01.w1,i3s.ECR02.w1,i3s.ECR03.w1,i3s.ECR04.w1,i3s.ECR05.w1,i3s.ECR06.w1,i3s.ECR07.w1,i3s.ECR08.w1,i3s.ECR09.w1,i3s.SQ01.w1,i3s.SQ02.w1,i3s.SQ03.w1,i3s.SQ04.w1,i3s.SQ05.w1,i3s.SQ06.w1,i3s.SQ07.w1,i3s.SQ08.w1,i3s.SQ09.w1,i3s.SQ10.w1,i3s.PC01.w1,i3s.PC02.w1,i3s.PC03.w1,i3s.ME.w1,i3t.BFI36.w1,i3t.BFI02.w1,i3t.BFI03.w1,i3t.BFI39.w1,i3t.BFI20.w1,i3t.BFI06.w1,i3t.BFI22.w1,i3t.BFI23.w1,i3t.BFI09.w1,i3t.BFI41.w1,i3t.BFI01.w1,i3t.BFI05.w1,i3t.BFI12.w1,i3t.BFI14.w1,i3t.BFI15.w1,i3t.BFI04.w1,i3t.BFI16.w1,i3t.BFI17.w1,i3t.BFI26.w1,i3t.BFI18.w1,i3t.BFI24.w1,i3t.BFI25.w1,i3t.BFI27.w1,i3t.BFI28.w1,i3t.BFI29.w1,i3t.BFI30.w1,i3t.BFI31.w1,i3t.BFI33.w1,i3t.BFI34.w1,i3t.BFI35.w1,i3t.BFI38.w1,i3t.BFI40.w1,i3t.BFI42.w1,i3t.BFI43.w1,i3t.BFI44.w1,i3t.BFI13.w1,i3t.BFI19.w1,i3t.BFI21.w1,i3t.BFI37.w1,i3t.BFI08.w1,i3t.BFI07.w1,i3t.BFI32.w1,i3t.BFI11.w1,i3t.BFI10.w1,i3t.NQ01.w1,i3t.NQ02.w1,i3t.NQ03.w1,i3t.NQ04.w1,i3t.NQ05.w1,i3t.NQ06.w1,i3t.NQ07.w1,i3t.NQ08.w1,i3t.NQ09.w1,i3t.NQ10.w1,i3t.NQ11.w1,i3t.NQ12.w1,i3t.NQ13.w1,i3t.NQ14.w1,i3t.NQ15.w1,i3t.NQ18.w1,i3t.NQ19.w1,i3t.NQ20.rr.w1,i3t.NQ21.w1,i3t.NQ22.w1,i3t.NQ23.w1,i3t.NQ24.w1,i3t.NQ25.w1,i3t.NQ26.w1,i3t.NQ27.w1,i3t.NQ28.w1,i3t.NQ29.w1,i3t.NQ30.w1,i3t.NQ31.w1,i3t.NQ32.w1,i3t.NQ33.w1,i3t.NQ34.w1,i3t.NQ35.w1,i3t.NQ36.w1,i3t.BSP.w1,i3t.BT01.w1,i3t.BT02.w1,i3t.WT01.w1,i3t.WT02.w1,i3t.CT01.t.w1,i3t.CT02.t.w1,i3t.CT03.t.w1,i3t.CT01.w1,i3t.CT02.w1,i3t.CT03.w1,i3t.ECR01.w1,i3t.ECR02.w1,i3t.ECR03.w1,i3t.ECR04.w1,i3t.ECR05.w1,i3t.ECR06.w1,i3t.ECR07.w1,i3t.ECR08.w1,i3t.ECR09.w1,i3t.AGQ07.w1,i3t.AGQ08.w1,i3t.AGQ09.w1,i3t.AGQ10.w1,i3t.AGQ11.w1,i3t.AGQ14.w1,i3t.AGQ15.w1,i3t.AGQ19.w1,i3t.AGQ16.w1,i3t.AGQ01.w1,i3tpi.BFI36.w1,i3tpi.BFI20.w1,i3tpi.BFI23.w1,i3tpi.BFI09.w1,i3tpi.BFI13.w1,i3tpi.BFI19.w1,i3tpi.BFI21.w1,i3tpi.BFI37.w1,i3tpi.BFI32.w1,i3tpi.BFI10.w1,i3tpi.NQ01.w1,i3tpi.NQ02.w1,i3tpi.NQ03.w1,i3tpi.NQ04.w1,i3tpi.NQ05.w1,i3tpi.NQ06.w1,i3tpi.NQ07.w1,i3tpi.NQ08.w1,i3tpi.NQ09.w1,i3tpi.NQ10.w1,i3tpi.NQ11.w1,i3tpi.NQ12.w1,i3tpi.NQ13.w1,i3tpi.NQ14.w1,i3tpi.NQ15.w1,i3tpi.NQ18.w1,i3tpi.NQ19.w1,i3tpi.NQ20.rr.w1,i3tpi.NQ21.w1,i3tpi.NQ22.w1,i3tpi.NQ23.w1,i3tpi.NQ24.w1,i3tpi.NQ25.w1,i3tpi.NQ26.w1,i3tpi.NQ27.w1,i3tpi.NQ28.w1,i3tpi.NQ29.w1,i3tpi.NQ30.w1,i3tpi.NQ31.w1,i3tpi.NQ32.w1,i3tpi.NQ33.w1,i3tpi.NQ34.w1,i3tpi.NQ35.w1,i3tpi.NQ36.w1,i3tpi.BT01.w1,i3tpi.BT02.w1,i3tpi.WT01.w1,i3tpi.WT02.w1,i3tpi.CT01.w1,i3tpi.CT02.w1,i3tpi.CT03.w1,i3tpr.BFI36.w1,i3tpr.BFI20.w1,i3tpr.BFI23.w1,i3tpr.BFI09.w1,i3tpr.BFI13.w1,i3tpr.BFI19.w1,i3tpr.BFI21.w1,i3tpr.BFI37.w1,i3tpr.BFI32.w1,i3tpr.BFI10.w1,i3tpr.NQ01.w1,i3tpr.NQ02.w1,i3tpr.NQ03.w1,i3tpr.NQ04.w1,i3tpr.NQ05.w1,i3tpr.NQ06.w1,i3tpr.NQ07.w1,i3tpr.NQ08.w1,i3tpr.NQ09.w1,i3tpr.NQ10.w1,i3tpr.NQ11.w1,i3tpr.NQ12.w1,i3tpr.NQ13.w1,i3tpr.NQ14.w1,i3tpr.NQ15.w1,i3tpr.NQ18.w1,i3tpr.NQ19.w1,i3tpr.NQ20.rr.w1,i3tpr.NQ21.w1,i3tpr.NQ22.w1,i3tpr.NQ23.w1,i3tpr.NQ24.w1,i3tpr.NQ25.w1,i3tpr.NQ26.w1,i3tpr.NQ27.w1,i3tpr.NQ28.w1,i3tpr.NQ29.w1,i3tpr.NQ30.w1,i3tpr.NQ31.w1,i3tpr.NQ32.w1,i3tpr.NQ33.w1,i3tpr.NQ34.w1,i3tpr.NQ35.w1,i3tpr.NQ36.w1,i3tpr.BT01.w1,i3tpr.BT02.w1,i3tpr.WT01.w1,i3tpr.WT02.w1,i3tpr.CT01.w1,i3tpr.CT02.w1,i3tpr.CT03.w1,i3tm.BFI36.w1,i3tm.BFI20.w1,i3tm.BFI23.w1,i3tm.BFI09.w1,i3tm.BFI13.w1,i3tm.BFI19.w1,i3tm.BFI21.w1,i3tm.BFI37.w1,i3tm.BFI32.w1,i3tm.BFI10.w1,i3tm.NQ01.w1,i3tm.NQ02.w1,i3tm.NQ03.w1,i3tm.NQ04.w1,i3tm.NQ05.w1,i3tm.NQ06.w1,i3tm.NQ07.w1,i3tm.NQ08.w1,i3tm.NQ09.w1,i3tm.NQ10.w1,i3tm.NQ11.w1,i3tm.NQ12.w1,i3tm.NQ13.w1,i3tm.NQ14.w1,i3tm.NQ15.w1,i3tm.NQ18.w1,i3tm.NQ19.w1,i3tm.NQ20.rr.w1,i3tm.NQ21.w1,i3tm.NQ22.w1,i3tm.NQ23.w1,i3tm.NQ24.w1,i3tm.NQ25.w1,i3tm.NQ26.w1,i3tm.NQ27.w1,i3tm.NQ28.w1,i3tm.NQ29.w1,i3tm.NQ30.w1,i3tm.NQ31.w1,i3tm.NQ32.w1,i3tm.NQ33.w1,i3tm.NQ34.w1,i3tm.NQ35.w1,i3tm.NQ36.w1,i3tm.BT01.w1,i3tm.BT02.w1,i3tm.WT01.w1,i3tm.WT02.w1,i3tm.CT01.w1,i3tm.CT02.w1,i3tm.CT03.w1,i3rppr.BT01.w1,i3rppr.BT02.w1,i3rppr.WT01.w1,i3rppr.WT02.w1,i3t.DD.BFI36.w1,i3t.DD.BFI36.con.w1,i3t.DD.BFI36.1.w1,i3t.DD.BFI36.2.w1,i3t.DD.BFI36.3.w1,i3t.DD.BFI36.4.w1,i3t.DD.BFI36.5.w1,i3t.DD.BFI32.w1,i3t.DD.BFI32.con.w1,i3t.DD.BFI32.1.w1,i3t.DD.BFI32.2.w1,i3t.DD.BFI32.3.w1,i3t.DD.BFI32.4.w1,i3t.DD.BFI32.5.w1,i3t.DD.NQ11.w1,i3t.DD.NQ11.con.w1,i3t.DD.NQ11.1.w1,i3t.DD.NQ11.2.w1,i3t.DD.NQ11.3.w1,i3t.DD.NQ11.4.w1,i3t.DD.NQ11.5.w1,i3t.DD.NQ12.w1,i3t.DD.NQ12.con.w1,i3t.DD.NQ12.1.w1,i3t.DD.NQ12.2.w1,i3t.DD.NQ12.3.w1,i3t.DD.NQ12.4.w1,i3t.DD.NQ12.5.w1,i3t.DD.BFI13.w1,i3t.DD.BFI13.con.w1,i3t.DD.BFI13.1.w1,i3t.DD.BFI13.2.w1,i3t.DD.BFI13.3.w1,i3t.DD.BFI13.4.w1,i3t.DD.BFI13.5.w1,i3t.DD.NQ07.w1,i3t.DD.NQ07.con.w1,i3t.DD.NQ07.1.w1,i3t.DD.NQ07.2.w1,i3t.DD.NQ07.3.w1,i3t.DD.NQ07.4.w1,i3t.DD.NQ07.5.w1,i3t.DD.BFI19.w1,i3t.DD.BFI19.con.w1,i3t.DD.BFI19.1.w1,i3t.DD.BFI19.2.w1,i3t.DD.BFI19.3.w1,i3t.DD.BFI19.4.w1,i3t.DD.BFI19.5.w1,i3t.DD.NQ09.w1,i3t.DD.NQ09.con.w1,i3t.DD.NQ09.1.w1,i3t.DD.NQ09.2.w1,i3t.DD.NQ09.3.w1,i3t.DD.NQ09.4.w1,i3t.DD.NQ09.5.w1,i3t.BSall.w1,i3s.BSall.w1,i3t.BS.NQ15.w1,i3t.BS.NQ21.w1,i3t.BS.BFI32.w1,i3t.BS.NQ36.w1,i3t.BS.NQ03.w1,i3t.BS.BFI25.w1,i3t.BS.NQ02.w1,i3t.BS.NQ05.w1,i3t.BS.NQ04.w1,i3t.BS.NQ14.w1,i3t.BS.NQ06.w1,i3s.COM.w1
1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2,103,5/14/13 17:34,5/15/13 8:28,1,2,2,NA,,19,1,2,,NA,NA,NA,NA,NA,NA,,3,3,3,3,2,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,11,6,15,1,9,5,15,5,15,12,1,8,5,1,13,13,11,9,14,10,8,8,8,10,1,11,8,10,8,8,11,9,6,10,4,1,8,11,15,13,13,12,13,13,15,13,15,8,15,8,8,15,15,1,14,9,14,10,13,8,8,15,5,8,10,10,8,13,14,15,2,8,1,13,1,12,,Friendly,Helpful,Direct,Carefree,Outgoing,Kind,Happy,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Outgoing,Happy,Lazy,Carefree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Happy,Friendly,Direct,Carefree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,3,4,7,84,5,3,1,3,4,6,86,5,3,1,4,4,5,86,1,3,38,31,22,8,1,4,3,1,3,4,4,88,5,3,1,4,4,5,86,1,3,9,11,20,24,36,3,3,8,23,23,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4,403,10/24/12 20:16,10/24/12 21:54,1,1,2,3,KP,18,1,2,,NA,NA,NA,NA,NA,NA,2,NA,5,NA,4,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,10,5,11,4,9,9,8,5,13,10,4,7,6,4,11,12,10,6,10,10,7,10,8,10,6,9,9,7,10,10,11,10,12,10,7,5,5,8,11,10,13,11,12,13,13,14,13,13,12,NA,12,NA,12,6,8,10,12,7,NA,14,14,14,4,9,10,6,6,11,12,13,5,5,5,12,4,13,,,,,,Bubbly,Kind,Warm,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,8,7,8,8,8,7,8,
5,503,5/14/13 14:39,5/14/13 15:06,1,2,1,NA,,18,1,2,,NA,NA,NA,NA,NA,2,1,6,6,5,6,6,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,14,2,13,2,12,5,13,3,14,13,6,4,9,4,13,13,12,10,12,12,3,14,7,14,4,13,10,8,12,13,13,9,6,14,6,4,4,8,14,14,13,14,12,15,14,13,13,8,12,13,11,11,14,2,9,6,14,7,12,7,13,14,12,10,12,4,5,15,14,15,9,10,8,6,10,13,The amount that he attempts to justify his own actions by comparing the severity with the actions of other delinquents (use that term loosely).,chill/relaxed,funny,self-indulgent for grades,seeks self-justification,compassionate,hilarious,chill bro,13,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,compassion,humor,too silly,loquacious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chill,funny,mean,nice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,11,17,58,11,4,3,1,4,10,39,46,5,3,9,15,6,26,44,2,3,29,41,7,8,15,5,3,3,3,3,19,72,4,3,10,8,20,29,33,2,3,50,19,5,5,21,4,3,9,20,12,23,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
