"proc__SID","proc__freq","proc__hourBlock","proc__day","proc__beepvar","personality__A_rude","personality__E_quiet","personality__C_lazy","personality__N_relaxed","personality__N_depressed","personality__E_outgoing","personality__A_kind","personality__C_reliable","personality__N_worried","personality__authentic","personality__self_esteem","personality__happy","personality__lonely","personality__posEmo","personality__negEmo","situation__stayHome","situation__studied","situation__music","situation__passFacebook","situation__actFacebook","situation__sick","situation__actService","situation__phone","situation__video","situation__class"
51,45,1,4,13,1,4,1,4,1,2,4,4,2,4,4,3,1,NA,NA,0,1,0,0,0,0,0,0,0,1
61,34,1,4,13,1,5,1,3,2,2,2,3,3,4,4,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
32,48,1,10,37,1,2,2,3,2,2,4,4,3,5,4,3,2,NA,NA,0,0,0,0,0,0,0,0,0,0
60,33,1,3,9,1,3,1,4,1,3,4,3,1,3,2,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
44,41,1,6,21,1,2,2,3,1,3,4,3,3,4,4,4,1,NA,NA,0,1,0,1,0,0,0,0,0,0
36,40,1,10,37,NA,3,3,3,3,3,NA,3,3,3,3,3,3,NA,NA,1,0,0,0,0,0,0,0,0,0
61,34,1,3,9,1,3,3,4,1,3,4,4,2,4,4,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
45,44,1,3,9,1,5,2,3,3,2,3,4,3,5,3,2,3,NA,NA,1,1,1,0,0,0,0,0,0,0
46,17,1,10,37,NA,4,2,3,2,2,NA,4,3,4,4,3,3,NA,NA,1,1,0,0,0,0,0,0,0,0
18,36,1,6,21,1,3,2,4,1,3,4,4,2,4,3,4,1,NA,NA,1,0,0,0,0,0,0,0,0,0
53,36,1,3,9,NA,5,4,2,5,1,NA,2,4,4,1,1,5,NA,NA,1,0,0,0,0,0,0,0,0,0
54,45,1,3,9,1,1,1,5,1,2,4,5,1,5,5,4,1,NA,NA,1,0,0,0,0,1,0,1,0,0
51,45,1,3,9,1,3,2,3,1,3,5,4,3,4,5,5,1,NA,NA,0,1,0,0,0,0,0,0,0,0
26,46,1,12,45,2,3,3,3,1,3,3,4,2,3,4,3,3,NA,NA,0,0,0,0,0,0,0,0,0,0
41,24,1,9,33,NA,3,1,2,4,1,NA,2,5,5,2,2,1,NA,NA,0,1,1,0,0,0,1,1,0,0
48,38,1,5,17,1,3,3,4,1,2,1,3,1,4,3,3,1,NA,NA,0,0,0,0,0,0,0,0,0,0
18,36,1,5,17,1,1,1,5,1,4,3,4,2,5,4,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0
32,48,1,9,33,1,5,1,5,1,4,4,4,1,5,3,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
45,44,1,2,5,1,1,1,3,1,4,4,5,3,5,4,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0
53,36,1,2,5,1,2,3,4,1,4,4,4,2,4,4,4,1,NA,NA,1,0,0,0,0,0,0,0,0,0
61,34,1,2,5,NA,3,2,4,1,2,NA,2,1,5,4,4,1,NA,NA,1,0,0,0,0,0,0,0,0,0
54,45,1,2,5,1,1,1,4,1,5,5,5,1,5,5,5,1,NA,NA,0,0,0,0,0,1,0,0,0,0
51,45,1,2,5,1,3,3,5,1,2,5,4,1,5,5,5,1,NA,NA,0,1,1,0,0,0,0,0,0,0
36,40,1,8,29,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,0,0,0,0,0,0,0,0,0,0
26,46,1,11,41,2,2,2,4,1,4,3,4,2,5,4,4,2,NA,NA,0,1,0,0,0,0,0,1,0,1
32,48,1,8,29,1,3,2,3,1,4,4,4,1,5,4,4,2,NA,NA,0,1,0,0,0,0,0,0,0,1
35,56,1,15,57,2,5,2,4,2,1,4,3,3,3,3,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
49,20,1,4,13,2,3,3,3,2,2,2,3,3,3,3,3,3,NA,NA,0,0,0,0,0,0,0,1,0,1
37,25,1,8,29,NA,5,5,5,1,1,NA,2,2,5,3,3,5,NA,NA,1,0,1,1,0,0,0,0,0,0
44,41,1,4,13,1,3,5,5,2,1,1,3,1,3,3,3,1,NA,NA,1,0,0,0,0,0,0,0,0,1
48,38,1,4,13,3,5,4,4,1,3,4,3,1,3,3,4,1,NA,NA,0,0,0,0,0,0,0,0,0,1
18,36,1,4,13,1,3,3,4,1,2,2,4,3,4,3,4,1,NA,NA,0,1,0,0,0,0,0,0,0,1
46,17,1,7,25,NA,4,3,3,2,3,NA,3,3,4,4,3,2,NA,NA,0,1,0,1,0,0,0,0,0,0
26,46,1,10,37,1,4,3,4,1,2,3,3,2,4,4,3,1,NA,NA,0,1,0,0,0,0,0,1,0,0
32,48,1,7,25,1,4,2,2,2,3,4,4,2,4,3,4,1,NA,NA,0,1,0,0,0,0,0,0,0,1
36,40,1,7,25,1,3,3,2,3,2,3,3,2,2,3,2,3,NA,NA,0,1,0,0,0,0,0,0,0,1
18,36,1,3,9,1,4,2,3,2,2,3,4,4,4,3,3,1,NA,NA,0,1,0,0,0,0,0,0,0,1
44,41,1,3,9,1,4,2,3,2,3,2,3,2,4,3,4,3,NA,NA,0,0,0,0,0,0,0,1,1,1
35,56,1,14,53,NA,5,3,3,3,1,NA,4,3,5,3,3,4,NA,NA,0,0,0,0,0,0,0,0,0,0
41,24,1,7,25,1,2,2,3,4,3,4,4,3,3,3,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
37,25,1,7,25,2,4,4,3,2,2,3,5,5,2,2,3,4,NA,NA,0,1,1,0,1,0,0,0,0,0
48,38,1,3,9,NA,2,1,5,1,1,NA,3,1,5,3,4,1,NA,NA,1,0,1,0,0,0,0,0,0,0
18,36,1,2,5,1,3,3,4,1,4,4,4,1,4,3,4,2,NA,NA,0,1,1,0,0,0,0,0,0,0
26,46,1,9,33,2,3,2,3,1,4,4,4,4,4,4,4,2,NA,NA,0,1,0,1,1,0,0,0,0,0
44,41,1,2,5,1,3,2,3,1,2,3,4,2,4,4,4,1,NA,NA,0,1,0,0,0,0,0,0,0,1
41,24,1,6,21,NA,1,3,4,1,4,NA,4,2,4,4,5,1,NA,NA,0,1,0,0,0,0,1,0,1,0
36,40,1,6,21,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,0,1,0,1,0,1,0,0,0,1
35,56,1,13,49,2,5,1,3,2,1,4,4,3,4,3,3,2,NA,NA,0,0,0,0,0,0,0,0,0,1
48,38,1,2,5,1,5,2,3,1,3,1,3,1,5,3,3,1,NA,NA,0,0,0,0,0,0,0,0,0,0
32,48,1,6,21,1,5,1,3,2,3,4,4,5,4,4,3,1,NA,NA,0,1,0,0,0,0,0,0,0,1
49,20,1,2,5,2,3,2,2,3,3,2,3,3,3,3,2,3,NA,NA,0,0,0,0,0,0,0,0,0,1
36,40,1,5,17,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,0,0,0,0,0,0,0,0,1,1
32,48,1,5,17,1,1,1,4,1,4,4,4,2,5,4,5,2,NA,NA,0,1,0,0,0,0,0,0,0,1
35,56,1,12,45,2,2,1,4,2,4,4,4,2,4,4,4,1,NA,NA,0,1,0,0,0,0,0,0,0,1
37,25,1,5,17,NA,2,2,5,1,4,NA,4,2,4,4,4,2,NA,NA,0,0,0,0,0,0,0,0,0,1
40,44,1,12,45,2,4,3,2,2,1,1,2,2,3,1,1,1,NA,NA,0,0,0,0,0,0,0,0,0,1
26,46,1,7,25,2,2,2,3,2,4,3,3,2,4,3,3,1,NA,NA,0,1,0,0,0,0,0,0,0,1
22,27,1,8,29,1,4,1,2,3,3,5,5,3,4,3,2,1,NA,NA,0,0,0,0,0,1,0,0,0,1
46,17,1,4,13,1,3,3,3,3,3,4,3,1,3,4,3,2,NA,NA,0,1,0,0,0,0,0,0,0,0
32,48,1,4,13,1,2,1,4,1,2,3,4,2,3,3,4,2,NA,NA,0,1,0,0,0,1,0,0,0,1
37,25,1,4,13,3,5,2,1,4,1,3,1,5,3,2,2,4,NA,NA,1,1,1,0,0,0,0,0,0,0
35,56,1,11,41,2,5,1,3,2,1,4,4,4,3,3,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
19,40,1,14,53,2,4,3,4,2,3,4,4,2,4,3,3,2,NA,NA,0,1,0,0,0,0,0,0,0,1
41,24,1,4,13,1,4,4,4,1,2,4,4,2,3,2,2,1,NA,NA,0,0,0,0,0,0,1,0,0,0
27,35,1,15,57,1,5,1,3,1,1,1,5,3,5,4,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
40,44,1,11,41,3,5,5,2,4,1,1,1,4,4,1,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0
22,27,1,7,25,1,3,2,3,2,4,4,4,2,4,4,4,2,NA,NA,0,1,0,0,0,1,0,0,0,0
27,35,1,14,53,NA,5,5,5,1,1,NA,5,1,5,3,5,1,NA,NA,1,0,0,0,0,0,0,0,0,0
32,48,1,3,9,1,3,2,2,1,3,4,4,2,3,3,3,4,NA,NA,0,0,0,0,0,0,0,0,0,0
36,40,1,3,9,NA,5,5,5,1,1,NA,5,1,5,3,3,1,NA,NA,1,0,0,1,0,0,1,0,0,0
35,56,1,10,37,NA,5,2,3,2,1,NA,3,3,3,3,2,1,NA,NA,1,1,0,0,0,0,0,0,0,0
40,44,1,10,37,2,5,5,3,1,1,1,1,3,3,1,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0
32,48,1,2,5,1,3,1,5,1,3,4,2,2,5,4,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
35,56,1,9,33,NA,5,2,3,3,1,NA,4,3,3,3,3,2,NA,NA,1,1,0,0,0,0,0,0,0,0
37,25,1,2,5,1,2,1,2,2,5,4,5,3,5,4,4,1,NA,NA,0,0,1,0,0,1,0,0,0,0
36,40,1,2,5,NA,5,5,3,1,1,NA,3,1,5,3,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0
31,27,1,12,45,1,1,3,5,1,5,4,4,1,4,4,5,1,NA,NA,1,0,1,1,0,0,0,0,0,0
22,27,1,6,21,1,1,1,3,1,5,5,5,1,5,5,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0
40,44,1,9,33,NA,5,5,2,3,1,NA,1,3,4,1,1,2,NA,NA,1,0,0,0,0,0,0,0,0,0
26,46,1,4,13,2,2,1,3,1,4,3,4,2,4,4,4,1,NA,NA,0,1,1,1,0,0,0,0,0,1
22,27,1,5,17,1,4,1,4,1,4,5,5,3,5,4,4,1,NA,NA,0,0,0,0,0,0,0,0,0,1
19,40,1,11,41,2,4,2,4,2,3,3,3,4,3,3,3,2,NA,NA,0,1,0,0,0,0,0,0,0,1
27,35,1,12,45,1,3,1,4,1,3,4,5,2,5,4,4,1,NA,NA,0,0,0,0,0,0,0,0,0,1
35,56,1,8,29,2,5,2,3,2,1,4,4,4,3,3,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
31,27,1,11,41,1,3,1,5,1,3,3,3,1,4,5,4,1,NA,NA,0,0,0,1,0,1,0,0,0,0
40,44,1,8,29,2,5,3,2,2,1,1,2,4,3,1,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0
26,46,1,3,9,2,1,2,5,1,4,4,4,2,4,4,4,2,NA,NA,0,1,0,0,0,0,0,0,0,1
27,35,1,11,41,3,1,1,5,1,3,1,5,1,5,5,4,1,NA,NA,1,0,1,1,0,0,0,0,0,0
35,56,1,7,25,2,4,2,4,2,2,4,5,2,4,3,3,2,NA,NA,0,0,0,0,0,0,0,0,0,0
22,27,1,4,13,1,4,1,4,1,3,5,5,3,5,5,4,1,NA,NA,0,1,0,0,0,0,0,0,0,1
19,40,1,10,37,2,3,3,4,2,3,4,3,2,4,3,4,2,NA,NA,0,0,1,0,0,0,0,0,0,0
40,44,1,7,25,2,3,3,3,2,2,1,1,3,3,1,1,1,NA,NA,0,0,0,0,0,0,0,0,0,1
19,40,1,9,33,NA,4,3,4,2,2,NA,3,2,4,3,3,3,NA,NA,0,1,1,0,0,0,0,0,0,0
35,56,1,6,21,1,5,3,3,3,1,4,3,3,3,3,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
26,46,1,2,5,1,2,2,4,1,3,4,4,3,4,4,4,1,NA,NA,0,1,0,0,0,0,0,0,0,1
22,27,1,3,9,1,3,1,4,1,3,5,5,1,5,4,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
40,44,1,6,21,3,3,4,2,3,1,1,1,3,3,1,1,1,NA,NA,0,1,0,0,0,0,0,0,0,0
17,54,1,15,57,1,3,3,3,1,3,2,5,3,4,4,4,2,NA,NA,0,0,0,0,0,0,0,0,0,1
19,40,1,8,29,NA,5,2,4,2,2,NA,4,2,3,4,4,2,NA,NA,0,1,1,0,0,0,0,0,0,0
35,56,1,5,17,NA,5,1,3,2,1,NA,4,3,3,3,3,3,NA,NA,1,1,0,0,0,0,0,0,0,0
40,44,1,5,17,2,3,3,3,1,2,1,2,3,3,1,1,1,NA,NA,0,0,0,0,0,0,0,0,0,1
22,27,1,2,5,1,4,1,4,1,3,4,5,2,5,5,4,2,NA,NA,0,1,0,0,0,0,0,0,0,1
27,35,1,9,33,1,4,1,3,1,1,3,5,2,5,5,4,1,NA,NA,0,0,0,0,0,0,0,0,0,1
17,54,1,14,53,1,4,2,4,2,2,4,4,1,4,4,3,3,NA,NA,0,0,0,0,0,0,0,0,0,1
27,35,1,8,29,1,2,2,4,1,3,1,4,2,3,4,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
35,56,1,4,13,1,5,1,2,3,1,4,3,4,3,3,1,2,NA,NA,0,0,0,0,0,0,0,0,0,1
19,40,1,7,25,2,4,3,4,2,2,3,3,2,3,4,3,2,NA,NA,0,1,0,1,0,0,0,0,0,1
40,44,1,4,13,2,3,2,2,2,2,2,2,2,3,1,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0
31,27,1,6,21,1,2,2,4,2,5,4,3,3,3,4,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0
17,54,1,13,49,2,2,1,3,1,4,3,5,2,5,3,3,1,NA,NA,1,0,0,0,0,0,1,0,0,0
20,21,1,6,21,NA,4,2,5,1,2,NA,5,2,3,5,5,1,NA,NA,1,0,1,0,0,0,0,0,0,0
19,40,1,6,21,2,3,3,4,2,4,3,4,2,4,4,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0
40,44,1,3,9,2,4,3,3,2,1,1,2,2,3,1,1,2,NA,NA,1,1,0,1,0,0,0,0,1,0
35,56,1,3,9,1,2,3,5,1,5,5,5,1,5,5,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0
19,40,1,5,17,2,4,4,4,3,2,3,4,2,3,3,3,3,NA,NA,0,0,0,0,0,0,1,0,0,0
35,56,1,2,5,NA,5,1,5,1,1,NA,5,1,5,4,4,5,NA,NA,1,1,0,0,0,0,0,0,0,0
8,52,1,15,57,NA,4,1,4,1,2,NA,5,2,4,4,3,1,NA,NA,0,0,0,0,0,0,0,0,0,0
17,54,1,12,45,NA,5,2,3,1,1,NA,5,2,5,4,4,3,NA,NA,1,0,0,1,0,0,0,0,0,0
40,44,1,2,5,NA,4,3,3,2,1,NA,2,3,3,1,1,2,NA,NA,1,1,1,1,0,0,0,0,0,0
2,15,1,15,57,NA,4,4,4,1,4,NA,4,4,4,4,4,4,NA,NA,1,1,0,0,0,0,0,0,0,0
11,28,1,15,57,1,3,1,3,1,3,2,4,1,3,3,4,1,NA,NA,1,0,0,0,0,0,0,0,0,0
8,52,1,14,53,1,3,2,3,1,2,4,5,1,2,3,3,1,NA,NA,0,0,0,0,0,0,1,0,0,0
19,40,1,4,13,1,4,3,4,2,3,3,3,2,3,3,3,2,NA,NA,0,1,0,1,0,0,0,0,0,1
20,21,1,4,13,1,5,4,3,1,2,3,3,2,3,2,3,3,NA,NA,0,0,0,0,0,0,0,0,0,1
17,54,1,11,41,NA,5,3,5,1,1,NA,3,1,5,5,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0
31,27,1,4,13,1,1,1,5,1,4,4,4,1,3,5,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0
5,47,1,15,57,2,3,3,3,2,3,4,3,3,3,3,4,3,NA,NA,0,1,0,0,0,0,0,0,0,1
27,35,1,5,17,1,3,1,4,1,3,1,3,1,4,4,4,1,NA,NA,0,0,0,0,0,0,0,0,0,1
20,21,1,3,9,1,4,1,5,1,1,2,4,1,3,4,4,1,NA,NA,1,0,1,0,0,0,0,0,0,0
31,27,1,3,9,NA,5,4,5,1,1,NA,2,1,3,4,5,1,NA,NA,1,0,0,0,0,0,0,0,0,0
17,54,1,10,37,1,5,5,5,1,2,4,4,1,5,4,4,2,NA,NA,0,0,0,0,0,0,0,0,0,1
19,40,1,3,9,2,3,3,4,2,4,4,5,2,4,3,3,3,NA,NA,0,1,1,0,0,0,1,0,0,1
5,47,1,14,53,3,3,4,3,4,2,3,4,4,4,2,3,3,NA,NA,0,1,0,0,0,0,0,0,0,0
27,35,1,4,13,1,4,3,4,1,1,4,5,1,5,4,4,1,NA,NA,0,0,0,0,0,0,1,0,0,0
20,21,1,2,5,1,3,3,2,3,1,3,3,2,3,1,2,3,NA,NA,0,0,0,0,0,0,0,0,0,1
8,52,1,12,45,1,3,1,3,1,3,3,5,1,5,3,3,1,NA,NA,1,0,0,0,0,1,0,0,0,0
27,35,1,3,9,1,2,2,3,1,4,1,3,1,1,4,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
17,54,1,9,33,1,3,2,2,1,5,5,5,1,4,5,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
5,47,1,13,49,2,4,1,1,2,3,2,4,5,3,2,3,3,NA,NA,0,1,0,0,0,0,0,0,0,1
19,40,1,2,5,2,3,4,5,1,3,3,3,2,4,4,3,2,NA,NA,0,1,0,0,0,0,0,0,0,1
31,27,1,2,5,NA,4,2,4,1,2,NA,3,1,3,4,4,2,NA,NA,1,1,1,0,0,0,0,0,0,0
4,32,1,15,57,NA,3,3,3,1,1,NA,3,1,3,3,3,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2,15,1,12,45,NA,3,4,4,3,2,NA,3,3,3,2,3,3,NA,NA,0,1,1,1,0,0,0,0,0,0
8,52,1,11,41,NA,5,4,3,1,1,NA,3,1,3,3,3,1,NA,NA,1,0,0,0,0,0,0,0,1,0
27,35,1,2,5,1,3,2,4,1,2,3,3,1,2,4,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1
2,15,1,11,41,1,4,4,3,1,4,5,4,4,4,4,3,2,NA,NA,0,0,0,0,0,0,0,0,0,1
8,52,1,10,37,1,5,2,3,1,3,3,5,2,5,3,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
17,54,1,7,25,1,4,2,3,1,2,3,3,2,3,3,3,3,NA,NA,0,0,0,0,0,0,0,0,0,1
1,40,1,14,53,1,5,3,3,1,1,3,5,2,4,4,3,3,NA,NA,0,1,0,0,0,0,0,0,0,1
10,4,1,7,25,3,4,3,1,5,1,2,1,5,4,1,1,5,NA,NA,0,1,1,0,0,0,0,0,0,0
8,52,1,9,33,NA,3,1,2,1,3,NA,5,1,4,4,3,1,NA,NA,0,0,0,0,0,0,0,0,0,0
17,54,1,6,21,NA,5,5,5,2,1,NA,1,2,5,4,4,3,NA,NA,1,0,1,1,0,0,0,0,0,0
8,52,1,8,29,NA,5,1,3,2,2,NA,5,3,3,3,3,1,NA,NA,0,0,0,0,0,0,0,0,0,0
5,47,1,9,33,2,2,4,1,3,5,4,4,1,4,5,5,1,NA,NA,0,0,1,0,0,0,0,0,1,0
1,40,1,12,45,NA,5,5,5,1,1,NA,5,2,4,1,3,4,NA,NA,1,0,0,0,0,0,0,0,0,0
17,54,1,5,17,2,1,3,3,1,5,3,3,1,4,4,5,1,NA,NA,1,0,0,0,0,0,0,0,0,0
17,54,1,3,9,1,2,1,4,1,4,3,4,3,2,4,3,2,NA,NA,0,0,0,0,0,0,0,0,0,1
1,40,1,10,37,1,5,5,3,2,1,3,4,4,3,4,4,4,NA,NA,0,0,1,0,0,0,0,0,0,0
11,28,1,7,25,1,2,1,4,1,2,3,4,2,5,4,4,1,NA,NA,0,1,1,0,1,0,0,0,0,0
5,47,1,7,25,NA,4,3,5,1,4,NA,3,1,3,4,5,2,NA,NA,1,0,0,0,0,0,0,0,1,0
8,52,1,6,21,NA,5,4,2,2,1,NA,2,3,3,3,3,2,NA,NA,1,0,0,0,0,0,0,0,0,0
2,15,1,7,25,NA,5,3,2,4,3,NA,2,2,4,3,3,2,NA,NA,0,1,1,0,0,0,0,0,0,0
17,54,1,2,5,1,3,3,3,1,5,5,4,1,5,5,5,1,NA,NA,0,0,0,0,0,0,0,0,0,1
11,28,1,6,21,1,3,2,3,1,1,2,3,2,3,3,3,2,NA,NA,0,0,0,0,0,0,0,0,0,0
8,52,1,5,17,1,2,1,4,1,4,4,5,1,5,4,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0
4,32,1,9,33,1,2,2,4,3,4,3,4,2,4,4,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
1,40,1,9,33,1,5,1,2,3,1,4,3,4,3,3,4,5,NA,NA,0,0,0,0,0,0,0,0,0,1
5,47,1,6,21,1,2,2,3,2,2,4,3,2,3,4,3,2,NA,NA,0,0,0,0,0,0,0,0,0,1
1,40,1,7,25,1,4,3,2,4,1,3,4,5,2,4,2,3,NA,NA,0,0,0,0,0,0,0,0,0,1
2,15,1,4,13,1,4,4,3,2,2,5,3,2,3,3,3,3,NA,NA,0,1,0,0,0,0,0,0,0,1
11,28,1,4,13,1,4,1,3,1,2,1,1,3,4,3,2,2,NA,NA,0,1,0,0,0,0,0,0,0,1
4,32,1,7,25,1,3,3,3,3,4,3,3,2,3,3,2,3,NA,NA,0,0,0,0,0,0,0,0,0,0
8,52,1,3,9,1,4,1,3,3,3,3,4,2,3,3,3,1,NA,NA,0,1,0,0,0,0,0,0,0,0
5,47,1,4,13,2,3,2,3,2,2,4,3,3,3,2,3,2,NA,NA,0,1,0,0,0,0,0,0,0,1
1,40,1,6,21,1,1,1,5,1,5,5,5,1,3,4,5,1,NA,NA,0,0,1,0,0,0,0,0,0,0
6,11,1,6,21,NA,5,5,5,1,1,NA,3,3,4,2,4,1,NA,NA,1,0,0,0,0,0,0,0,0,0
5,47,1,3,9,NA,5,5,5,2,1,NA,2,2,5,3,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
8,52,1,2,5,1,2,3,5,1,4,4,5,1,4,3,3,1,NA,NA,0,0,0,0,0,0,1,0,0,0
5,47,1,2,5,1,2,2,1,2,4,3,3,5,3,1,2,2,NA,NA,0,1,0,0,0,0,0,0,0,0
6,11,1,5,17,NA,5,5,4,1,2,NA,4,2,5,3,4,1,NA,NA,1,0,0,0,0,0,0,0,0,0
11,28,1,2,5,1,3,3,4,2,3,4,4,2,4,3,3,2,NA,NA,1,0,0,0,0,0,1,0,1,0
1,40,1,5,17,1,3,2,5,1,3,4,3,1,3,4,4,2,NA,NA,1,0,0,0,0,0,0,0,0,0
1,40,1,4,13,1,5,1,4,2,1,3,4,4,2,4,3,4,NA,NA,0,1,0,0,0,0,0,0,0,1
6,11,1,3,9,1,4,4,3,1,3,3,3,2,3,3,3,3,NA,NA,0,1,0,0,0,0,0,0,0,1
7,8,1,3,9,2,1,2,3,1,5,4,4,2,4,4,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0
4,32,1,3,9,2,2,3,4,1,4,3,3,3,5,4,4,2,NA,NA,0,1,0,0,0,0,0,0,0,0
1,40,1,3,9,1,2,1,3,1,4,4,3,4,1,2,3,2,NA,NA,0,1,0,0,0,0,0,0,0,1
4,32,1,2,5,3,1,1,2,1,4,3,5,3,5,4,4,1,NA,NA,0,1,0,0,0,1,0,0,0,1
1,40,1,2,5,1,5,2,4,2,1,3,3,3,1,2,2,1,NA,NA,0,1,0,0,0,0,0,0,0,1
10549,17,2,13,50,2,2,3,4,2,4,2,5,1,3,4,3,2,4,2,0,0,0,0,0,0,0,0,0,0
10547,57,2,15,58,3,3,1,2,1,2,1,5,2,5,4,3,2,3,4,0,0,0,0,0,0,1,0,0,0
10547,57,2,14,54,2,2,1,4,1,4,4,5,1,4,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0
10539,51,2,15,58,2,3,2,2,2,4,4,5,3,3,3,3,2,3,3,0,1,0,0,0,0,0,0,0,0
10539,51,2,14,54,2,3,2,3,2,4,4,3,3,5,3,5,2,5,2,0,0,1,0,0,0,0,0,0,0
10547,57,2,13,50,1,5,1,2,1,1,2,5,1,3,5,3,1,3,2,0,1,0,0,0,0,0,0,0,0
10547,57,2,12,46,1,3,2,1,3,4,4,4,5,3,3,2,1,3,4,1,1,0,0,0,0,1,0,0,0
10539,51,2,12,46,1,2,2,4,3,3,4,5,3,5,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0
10547,57,2,11,42,NA,3,4,4,2,2,NA,3,2,2,3,3,2,3,2,1,1,0,1,0,0,0,0,0,0
10526,36,2,14,54,1,5,1,2,1,1,3,4,3,4,4,3,1,4,NA,0,0,0,0,0,0,0,0,0,0
10539,51,2,11,42,2,4,1,2,3,2,4,5,4,4,3,2,2,3,3,1,1,0,0,0,0,0,0,0,0
10550,16,2,6,22,1,4,1,2,1,1,3,3,1,4,5,5,1,5,2,0,0,0,0,0,0,0,0,0,0
10549,17,2,6,22,2,4,3,4,2,3,2,4,2,4,4,4,2,3,2,0,1,0,1,1,0,0,0,0,0
10547,57,2,10,38,NA,5,4,5,1,2,NA,3,1,4,4,5,1,5,1,1,0,0,0,0,0,0,0,0,0
10526,36,2,13,50,NA,5,5,5,2,2,NA,2,1,3,4,4,2,4,3,1,0,0,1,0,0,0,0,1,0
10550,16,2,5,18,1,1,3,5,1,5,3,2,1,5,5,5,1,5,1,0,0,0,0,0,0,0,0,0,0
10539,51,2,10,38,NA,3,1,3,2,2,NA,3,3,4,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0
10526,36,2,12,46,1,5,2,3,2,1,3,4,3,3,3,3,2,4,3,1,1,1,1,0,0,0,0,0,0
10547,57,2,9,34,3,3,1,3,3,3,2,4,4,4,3,2,1,3,4,1,1,0,0,0,0,0,0,0,0
10550,16,2,4,14,1,1,4,4,1,4,4,3,2,5,4,5,1,5,1,1,0,1,1,0,0,0,0,0,0
10549,17,2,4,14,1,2,3,4,1,3,2,4,1,4,4,3,1,3,1,0,1,0,1,0,0,0,0,0,0
10539,51,2,9,34,1,2,1,3,2,4,4,4,3,4,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0
10547,57,2,8,30,3,1,3,3,1,5,3,4,3,4,5,5,1,4,2,0,1,1,0,0,0,0,0,0,0
10539,51,2,8,30,2,3,1,3,2,3,4,5,3,4,4,3,2,3,2,0,1,0,0,0,0,0,0,0,0
10549,17,2,3,10,1,4,4,4,1,3,3,3,3,4,4,5,1,4,2,0,1,1,1,0,0,0,0,0,0
10547,57,2,7,26,NA,4,4,5,1,2,NA,4,1,4,5,4,1,4,1,1,0,1,0,0,0,0,0,0,0
10526,36,2,10,38,1,4,2,3,3,3,3,4,3,3,4,3,2,3,3,1,1,0,1,0,0,0,0,0,0
10550,16,2,3,10,1,4,1,3,1,3,3,2,1,3,3,3,1,3,3,0,1,1,1,0,0,0,0,0,0
10538,12,2,10,38,NA,4,1,3,2,3,NA,5,3,4,4,3,2,3,3,0,1,1,0,0,0,0,0,0,0
10541,20,2,10,38,1,3,2,3,1,3,3,5,2,4,4,4,1,3,1,0,1,0,0,0,0,0,0,0,0
10526,36,2,9,34,2,5,2,3,4,2,3,4,2,3,3,3,2,NA,3,1,1,0,1,0,0,0,0,0,0
10539,51,2,7,26,NA,4,1,2,3,2,NA,4,4,3,2,2,3,2,4,1,1,1,0,0,0,0,0,0,0
